"Transaction Date",c11,,bc_victoria,,bc_vancouver,,ab_calgary,,ab_edmonton,,mb_winnipeg,,on_hamilton,,on_toronto,,on_ottawa,,qc_montreal,,qc_quebec_city,,ns_halifax,
,Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count",Index,"Sales Pair Count"
Jul-1990,,,45.97,198,55.36,1189,,,,,62.65,792,,,,,,,59.13,1654,61.71,261,57.04,221
Aug-1990,,,46.19,267,54.67,1586,,,,,62.56,809,,,,,,,58.82,1098,61.79,180,56.98,223
Sep-1990,,,46.30,210,54.48,1405,,,,,62.19,638,,,,,,,58.50,789,61.81,122,56.86,139
Oct-1990,,,45.85,219,54.21,1483,,,,,61.71,578,,,,,,,57.78,928,62.42,160,56.30,110
Nov-1990,,,45.91,277,55.41,1833,,,,,61.14,483,,,,,,,57.48,1054,62.55,151,55.93,129
Dec-1990,,,45.61,223,54.90,1887,,,,,60.91,452,,,,,,,57.50,832,62.71,75,55.46,107
Jan-1991,,,45.79,98,54.37,636,,,,,60.68,277,,,,,,,57.52,701,61.79,86,56.15,88
Feb-1991,,,46.01,158,52.60,1003,,,,,60.96,229,,,,,,,57.41,650,61.65,92,55.76,54
Mar-1991,,,46.19,287,53.07,2114,,,,,60.94,320,,,,,,,57.67,976,61.44,179,56.29,83
Apr-1991,,,46.94,333,54.05,2945,,,,,61.25,438,,,,,,,58.23,1167,62.11,204,56.14,99
May-1991,,,47.58,486,55.02,3322,,,,,61.21,487,,,,,,,58.77,2376,62.16,539,56.77,152
Jun-1991,,,48.64,437,55.81,3116,,,,,61.48,590,,,,,,,58.60,4002,62.37,871,56.91,184
Jul-1991,,,49.56,423,56.60,2755,,,,,61.72,872,,,,,,,58.48,1500,62.49,347,57.44,346
Aug-1991,,,50.08,407,57.33,2536,,,,,61.88,801,,,,,,,57.90,1301,62.05,301,57.67,300
Sep-1991,,,50.55,330,57.87,1903,,,,,61.91,625,,,,,,,57.72,1138,62.14,198,57.32,160
Oct-1991,,,51.00,300,57.81,2223,,,,,61.57,524,,,,,,,57.83,1166,61.65,230,56.65,127
Nov-1991,,,51.90,384,57.94,2186,,,,,61.15,392,,,,,,,58.03,1227,62.25,232,56.82,118
Dec-1991,,,52.57,298,58.25,1636,,,,,61.70,335,,,,,,,57.79,1917,62.34,265,57.17,106
Jan-1992,,,53.31,308,58.82,1981,,,,,61.39,263,,,,,,,57.49,534,62.93,94,57.49,123
Feb-1992,,,53.60,293,59.31,2105,,,,,61.54,236,,,,,,,57.70,755,62.91,156,57.25,63
Mar-1992,,,54.10,352,59.77,3081,,,,,60.82,371,,,,,,,58.21,1956,63.05,287,57.14,94
Apr-1992,,,54.38,465,60.47,3726,,,,,61.27,546,,,,,,,58.52,1711,63.37,272,57.20,132
May-1992,,,54.81,401,60.99,3171,,,,,61.65,597,,,,,,,58.39,2333,63.74,571,57.63,194
Jun-1992,,,54.91,492,61.50,3107,,,,,62.08,808,,,,,,,58.15,4913,64.07,1239,58.26,176
Jul-1992,,,55.38,438,61.83,2961,,,,,62.53,971,,,,,,,57.55,1192,64.06,396,58.59,420
Aug-1992,,,55.67,430,62.34,2806,,,,,62.75,883,,,,,,,57.29,1107,63.61,306,58.75,283
Sep-1992,,,56.29,436,62.72,3117,,,,,62.75,874,,,,,,,57.15,1174,63.37,251,58.96,135
Oct-1992,,,56.55,465,63.37,3455,,,,,62.75,640,,,,,,,57.13,1164,63.08,311,59.05,100
Nov-1992,,,57.14,491,63.94,4097,,,,,62.56,661,,,,,,,57.17,1321,63.22,262,58.89,80
Dec-1992,,,57.69,278,64.59,1971,,,,,62.40,506,,,,,,,56.67,1337,63.33,280,58.29,84
Jan-1993,,,57.91,242,65.14,1831,,,,,62.43,262,,,,,,,57.01,626,63.62,126,58.52,77
Feb-1993,,,58.38,262,65.55,1661,,,,,62.44,226,,,,,,,56.93,683,63.48,128,58.91,103
Mar-1993,,,58.57,349,66.23,2769,,,,,62.55,333,,,,,,,57.47,1127,63.26,195,59.29,145
Apr-1993,,,59.51,382,66.94,3389,,,,,62.37,447,,,,,,,57.56,1620,62.97,295,59.56,187
May-1993,,,60.02,467,67.43,3286,,,,,62.72,500,,,,,,,57.90,2272,63.63,522,59.23,275
Jun-1993,,,60.58,506,67.89,3985,,,,,63.05,842,,,,,,,58.04,4751,64.03,1187,59.40,154
Jul-1993,,,60.43,472,67.98,3215,,,,,63.46,935,,,,,,,57.81,1659,64.46,464,59.58,263
Aug-1993,,,60.00,452,68.37,2968,,,,,63.53,1018,,,,,,,57.26,1210,63.90,321,60.07,266
Sep-1993,,,59.94,356,68.43,2796,,,,,63.56,757,,,,,,,56.94,1199,63.62,230,60.17,255
Oct-1993,,,60.21,337,68.50,2663,,,,,63.30,662,,,,,,,56.78,1093,63.18,236,60.09,193
Nov-1993,,,60.42,391,68.55,2723,,,,,62.97,658,,,,,,,57.04,1206,63.27,242,59.86,151
Dec-1993,,,60.53,297,68.63,2076,,,,,62.96,417,,,,,,,57.15,1135,62.85,223,59.88,211
Jan-1994,,,61.10,332,68.80,2648,,,,,62.89,395,,,,,,,57.65,517,62.46,86,59.59,47
Feb-1994,,,61.66,411,69.18,2561,,,,,63.24,341,,,,,,,57.87,927,61.94,179,59.80,98
Mar-1994,,,62.40,492,69.64,3820,,,,,63.35,555,,,,,,,58.31,1517,62.71,232,59.64,118
Apr-1994,,,62.46,541,70.05,4545,,,,,63.74,681,,,,,,,58.45,1778,63.50,333,60.04,123
May-1994,,,62.54,533,70.29,5204,,,,,63.97,963,,,,,,,58.61,3158,64.43,669,60.37,186
Jun-1994,,,62.44,385,70.45,3447,,,,,64.08,1085,,,,,,,58.24,5609,64.15,1295,61.02,389
Jul-1994,,,62.31,364,70.60,2687,,,,,64.22,874,,,,,,,57.85,1788,64.18,430,60.97,266
Aug-1994,,,62.50,365,70.71,2871,,,,,64.10,1204,,,,,,,57.25,1113,63.71,298,61.27,297
Sep-1994,,,62.17,349,70.72,2326,,,,,64.02,913,,,,,,,57.08,955,62.80,336,61.16,246
Oct-1994,,,62.06,317,71.03,2489,,,,,63.75,731,,,,,,,56.62,933,62.32,211,60.76,140
Nov-1994,,,61.29,323,70.95,2873,,,,,63.57,615,,,,,,,56.56,1039,61.89,222,60.11,116
Dec-1994,,,61.67,260,71.13,2071,,,,,63.38,448,,,,,,,56.25,1143,62.61,213,59.76,189
Jan-1995,,,61.49,317,70.91,2566,,,,,63.14,326,,,,,,,56.41,669,62.20,140,60.14,63
Feb-1995,,,61.68,224,70.96,2047,,,,,63.21,347,,,,,,,56.41,868,62.27,145,60.08,93
Mar-1995,,,60.79,219,70.92,2125,,,,,63.03,478,,,,,,,56.82,1137,62.00,227,60.08,123
Apr-1995,,,60.43,200,70.90,1962,,,,,63.35,479,,,,,,,56.99,1176,62.35,220,60.29,82
May-1995,,,59.93,263,70.70,2371,,,,,63.33,700,,,,,,,57.33,2520,63.04,536,60.56,129
Jun-1995,,,59.98,325,70.42,2753,,,,,63.66,882,,,,,,,57.20,3929,63.38,1030,60.91,265
Jul-1995,,,59.85,396,70.02,2540,,,,,63.62,911,,,,,,,56.93,1400,63.26,418,60.78,377
Aug-1995,,,60.20,434,70.05,3159,,,,,63.60,1159,,,,,,,56.37,1111,62.62,283,60.82,548
Sep-1995,,,59.87,444,69.98,2855,,,,,63.54,805,,,,,,,56.02,1074,62.50,250,60.55,201
Oct-1995,,,59.53,365,69.92,2517,,,,,63.41,781,,,,,,,55.75,1009,62.30,272,60.29,134
Nov-1995,,,60.19,307,69.91,2667,,,,,63.28,615,,,,,,,55.72,1031,61.98,237,59.29,179
Dec-1995,,,60.29,296,69.64,2131,,,,,62.93,418,,,,,,,55.62,1020,61.83,261,59.05,114
Jan-1996,,,60.47,269,69.52,2089,,,,,62.84,305,,,,,,,55.57,771,61.77,150,59.06,105
